"compiled_studies","subjectID","group","optionA","optionB","quantityA","quantityB"
"housing","mouse7",2,"houseball","floorhouse",42.7209595959596,57.2790404040404
"housing","mouse7",2,"woodenangle","houseball",52.2651515151516,47.7348484848484
"housing","mouse7",2,"houseball","paperhouse",39.8888888888889,60.1111111111111
"structural","mouse8",2,"rope","mouseswing",47.8320707070707,52.1679292929293
"structural","mouse8",2,"clip_papertube","rope",34.5126262626263,65.4873737373737
"structural","mouse8",2,"mouseswing","clip_papertube",67.625,32.375
"structural","mouse8",2,"clip_papertube","second_plane",43.0164141414141,56.9835858585859
"structural","mouse8",2,"second_plane","rope",34.8611111111111,65.1388888888889
"structural","mouse8",2,"clip_plastictube","rope",47.0189393939394,52.9810606060606
"structural","mouse8",2,"clip_plastictube","second_plane",49.3674242424242,50.6325757575758
"structural","mouse8",2,"clip_plastictube","clip_papertube",49.0126262626262,50.9873737373738
"structural","mouse8",2,"clip_plastictube","mouseswing",53.7323232323232,46.2676767676768
"structural","mouse8",2,"second_plane","mouseswing",67.0871212121212,32.9128787878788
"foraging","mouse8",2,"treatball","latticeball",39.0820707070707,60.9179292929293
"foraging","mouse8",2,"tube_stones","flappuzzle",40.6489898989899,59.3510101010101
"foraging","mouse8",2,"flappuzzle","treatball",77.5858585858586,22.4141414141414
"foraging","mouse8",2,"tube_stones","latticeball",15.6136363636363,84.3863636363637
"foraging","mouse8",2,"tube_stones","slidingpuzzle",47.7348484848484,52.2651515151516
"foraging","mouse8",2,"tube_stones","treatball",63.939393939394,36.060606060606
"foraging","mouse8",2,"latticeball","slidingpuzzle",62.2032828282829,37.7967171717171
"foraging","mouse8",2,"treatball","slidingpuzzle",39.1073232323233,60.8926767676767
"foraging","mouse8",2,"flappuzzle","slidingpuzzle",71.3421717171717,28.6578282828283
"foraging","mouse8",2,"latticeball","flappuzzle",47.3611111111111,52.6388888888889
"housing","mouse8",2,"floorhouse","woodenangle",63.3358585858586,36.6641414141414
"housing","mouse8",2,"woodenangle_with_hole","houseball",52.3358585858586,47.6641414141414
"housing","mouse8",2,"woodenangle_with_hole","woodenangle",53.3131313131313,46.6868686868687
"housing","mouse8",2,"woodenangle","paperhouse",33.1969696969697,66.8030303030303
"housing","mouse8",2,"paperhouse","floorhouse",47.8472222222222,52.1527777777778
"housing","mouse8",2,"floorhouse","woodenangle_with_hole",34.5088383838384,65.4911616161616
"housing","mouse8",2,"paperhouse","woodenangle_with_hole",64.4002525252525,35.5997474747475
"housing","mouse8",2,"houseball","floorhouse",51.6376262626262,48.3623737373738
"housing","mouse8",2,"woodenangle","houseball",44.3762626262626,55.6237373737374
"housing","mouse8",2,"houseball","paperhouse",58.415404040404,41.584595959596
"structural","mouse9",3,"rope","mouseswing",52.7777777777778,47.2222222222222
"structural","mouse9",3,"clip_papertube","rope",49.8573232323232,50.1426767676768
"structural","mouse9",3,"mouseswing","clip_papertube",28.5744949494949,71.4255050505051
"structural","mouse9",3,"clip_papertube","second_plane",49.2133838383838,50.7866161616162
"structural","mouse9",3,"second_plane","rope",62.4671717171717,37.5328282828283
"structural","mouse9",3,"clip_plastictube","rope",39.3383838383838,60.6616161616162
"structural","mouse9",3,"clip_plastictube","second_plane",73.3674242424242,26.6325757575758
"structural","mouse9",3,"clip_plastictube","clip_papertube",79.7752525252525,20.2247474747475
"structural","mouse9",3,"clip_plastictube","mouseswing",51.9015151515151,48.0984848484849
"structural","mouse9",3,"second_plane","mouseswing",55.7866161616162,44.2133838383838
"foraging","mouse9",3,"treatball","latticeball",39.395202020202,60.604797979798
"foraging","mouse9",3,"tube_stones","flappuzzle",63.6085858585858,36.3914141414142
"foraging","mouse9",3,"flappuzzle","treatball",35.7436868686869,64.2563131313131
"foraging","mouse9",3,"tube_stones","latticeball",34.7992424242425,65.2007575757575
"foraging","mouse9",3,"tube_stones","slidingpuzzle",29.3598484848485,70.6401515151515
"foraging","mouse9",3,"tube_stones","treatball",40.5997474747475,59.4002525252525
"foraging","mouse9",3,"latticeball","slidingpuzzle",72.2563131313131,27.7436868686869
"foraging","mouse9",3,"treatball","slidingpuzzle",48.6300505050505,51.3699494949495
"foraging","mouse9",3,"flappuzzle","slidingpuzzle",60.9558080808081,39.0441919191919
"foraging","mouse9",3,"latticeball","flappuzzle",62.4103535353536,37.5896464646464
"housing","mouse9",3,"floorhouse","woodenangle",34.5946969696969,65.4053030303031
"housing","mouse9",3,"woodenangle_with_hole","houseball",60.8409090909091,39.1590909090909
"housing","mouse9",3,"woodenangle_with_hole","woodenangle",66.3421717171717,33.6578282828283
"housing","mouse9",3,"woodenangle","paperhouse",45.2828282828283,54.7171717171717
"housing","mouse9",3,"paperhouse","floorhouse",68.3787878787878,31.6212121212122
"housing","mouse9",3,"floorhouse","woodenangle_with_hole",35.7222222222222,64.2777777777778
"housing","mouse9",3,"paperhouse","woodenangle_with_hole",63.3244949494949,36.6755050505051
"housing","mouse9",3,"houseball","floorhouse",37.2967171717172,62.7032828282828
"housing","mouse9",3,"woodenangle","houseball",60.5555555555556,39.4444444444444
"housing","mouse9",3,"houseball","paperhouse",59.6515151515152,40.3484848484848
"structural","mouse10",3,"rope","mouseswing",49.354797979798,50.645202020202
"structural","mouse10",3,"clip_papertube","rope",45.6628787878788,54.3371212121212
"structural","mouse10",3,"mouseswing","clip_papertube",32.2992424242424,67.7007575757576
"structural","mouse10",3,"clip_papertube","second_plane",76.7777777777777,23.2222222222223
"structural","mouse10",3,"second_plane","rope",77.4558080808081,22.5441919191919
"structural","mouse10",3,"clip_plastictube","rope",45.3131313131313,54.6868686868687
"structural","mouse10",3,"clip_plastictube","second_plane",66.5833333333333,33.4166666666667
"structural","mouse10",3,"clip_plastictube","clip_papertube",73.3800505050505,26.6199494949495
"structural","mouse10",3,"clip_plastictube","mouseswing",70,30
"structural","mouse10",3,"second_plane","mouseswing",44.0618686868687,55.9381313131313
"foraging","mouse10",3,"treatball","latticeball",32.0946969696969,67.9053030303031
"foraging","mouse10",3,"tube_stones","flappuzzle",59.3207070707071,40.6792929292929
"foraging","mouse10",3,"flappuzzle","treatball",22.3623737373738,77.6376262626262
"foraging","mouse10",3,"tube_stones","latticeball",39.3724747474748,60.6275252525252
"foraging","mouse10",3,"tube_stones","slidingpuzzle",27.8080808080808,72.1919191919192
"foraging","mouse10",3,"tube_stones","treatball",45.8295454545455,54.1704545454545
"foraging","mouse10",3,"latticeball","slidingpuzzle",43.3282828282829,56.6717171717171
"foraging","mouse10",3,"treatball","slidingpuzzle",55.5694444444444,44.4305555555556
"foraging","mouse10",3,"flappuzzle","slidingpuzzle",66.929292929293,33.070707070707
"foraging","mouse10",3,"latticeball","flappuzzle",63.669191919192,36.330808080808
"housing","mouse10",3,"floorhouse","woodenangle",22.6919191919192,77.3080808080808
"housing","mouse10",3,"woodenangle_with_hole","houseball",68.3939393939394,31.6060606060606
"housing","mouse10",3,"woodenangle_with_hole","woodenangle",68.8712121212122,31.1287878787878
"housing","mouse10",3,"woodenangle","paperhouse",53.0795454545455,46.9204545454545
"housing","mouse10",3,"paperhouse","floorhouse",58.7007575757576,41.2992424242424
"housing","mouse10",3,"floorhouse","woodenangle_with_hole",69.1919191919192,30.8080808080808
"housing","mouse10",3,"paperhouse","woodenangle_with_hole",60.7537878787878,39.2462121212122
"housing","mouse10",3,"houseball","floorhouse",29.6489898989899,70.3510101010101
"housing","mouse10",3,"woodenangle","houseball",49.790404040404,50.209595959596
"housing","mouse10",3,"houseball","paperhouse",58.2222222222222,41.7777777777778
"structural","mouse11",3,"rope","mouseswing",49.1287878787879,50.8712121212121
"structural","mouse11",3,"clip_papertube","rope",51.9406565656565,48.0593434343435
"structural","mouse11",3,"mouseswing","clip_papertube",33.8838383838384,66.1161616161616
"structural","mouse11",3,"clip_papertube","second_plane",69.0719696969697,30.9280303030303
"structural","mouse11",3,"second_plane","rope",60.1666666666667,39.8333333333333
"structural","mouse11",3,"clip_plastictube","rope",37.9457070707071,62.0542929292929
"structural","mouse11",3,"clip_plastictube","second_plane",59.9280303030303,40.0719696969697
"structural","mouse11",3,"clip_plastictube","clip_papertube",65.5618686868687,34.4381313131313
"structural","mouse11",3,"clip_plastictube","mouseswing",75.8434343434344,24.1565656565656
"structural","mouse11",3,"second_plane","mouseswing",46.1363636363636,53.8636363636364
"foraging","mouse11",3,"treatball","latticeball",32.0277777777777,67.9722222222223
"foraging","mouse11",3,"tube_stones","flappuzzle",72.3219696969697,27.6780303030303
"foraging","mouse11",3,"flappuzzle","treatball",17.7866161616162,82.2133838383838
"foraging","mouse11",3,"tube_stones","latticeball",36.4318181818182,63.5681818181818
"foraging","mouse11",3,"tube_stones","slidingpuzzle",37.4621212121212,62.5378787878788
"foraging","mouse11",3,"tube_stones","treatball",46.0972222222222,53.9027777777778
"foraging","mouse11",3,"latticeball","slidingpuzzle",74.8825757575758,25.1174242424242
"foraging","mouse11",3,"treatball","slidingpuzzle",61.3358585858586,38.6641414141414
"foraging","mouse11",3,"flappuzzle","slidingpuzzle",69.7500000000001,30.2499999999999
"foraging","mouse11",3,"latticeball","flappuzzle",73.104797979798,26.895202020202
"housing","mouse11",3,"floorhouse","woodenangle",35.8611111111111,64.1388888888889
"housing","mouse11",3,"woodenangle_with_hole","houseball",45.7348484848485,54.2651515151515
