"compiled_studies","subjectID","group","optionA","optionB","quantityA","quantityB"
"foraging","mouse12",3,"tube_stones","flappuzzle",36.2918244949495,63.7081755050505
"foraging","mouse12",3,"flappuzzle","treatball",19.8718960437711,80.1281039562289
"foraging","mouse12",3,"tube_stones","latticeball",44.7583648989899,55.2416351010101
"foraging","mouse12",3,"tube_stones","slidingpuzzle",32.0788089225589,67.9211910774411
"foraging","mouse12",3,"tube_stones","treatball",47.4836910774411,52.5163089225589
"foraging","mouse12",3,"latticeball","slidingpuzzle",70.0393518518518,29.9606481481482
"foraging","mouse12",3,"treatball","slidingpuzzle",56.2511574074074,43.7488425925926
"foraging","mouse12",3,"flappuzzle","slidingpuzzle",67.0343013468014,32.9656986531987
"foraging","mouse12",3,"latticeball","flappuzzle",61.4740635521885,38.5259364478115
"housing","mouse12",3,"floorhouse","woodenangle",38.6782933501683,61.3217066498317
"housing","mouse12",3,"woodenangle_with_hole","houseball",55.8133417508418,44.1866582491582
"housing","mouse12",3,"woodenangle_with_hole","woodenangle",42.9026725589226,57.0973274410774
"housing","mouse12",3,"woodenangle","paperhouse",55.7461069023569,44.2538930976431
"housing","mouse12",3,"paperhouse","floorhouse",37.8781565656566,62.1218434343434
"housing","mouse12",3,"floorhouse","woodenangle_with_hole",38.8720012626262,61.1279987373738
"housing","mouse12",3,"paperhouse","woodenangle_with_hole",49.9664351851852,50.0335648148148
"housing","mouse12",3,"houseball","floorhouse",37.7026515151516,62.2973484848484
"housing","mouse12",3,"woodenangle","houseball",63.0334595959595,36.9665404040405
"housing","mouse12",3,"houseball","paperhouse",48.4650147306398,51.5349852693602
